SHOW NAME,COUNTRY/REGION,YEAR,EPISODES,RATINGS,SUMMARY,POSTER
REAL MEN: SEASON 2,South Korea,2015,90,9.5,Real Men is a South Korean variety show featuring celebrities as they experience life in the military.,https://i.mydramalist.com/0OWz7c.jpg
REAL MEN: FEMALE SOLDIER SPECIAL - SEASON 1,South Korea,2014,5,8.6,,https://i.mydramalist.com/13Nwdc.jpg
REAL MEN: FEMALE SOLDIER SPECIAL - SEASON 3,South Korea,2015,12,7.5,,https://i.mydramalist.com/33nomc.jpg
IDOL HITS,China,2018,12,8.5,"Artists perform on the stage on the reality show ""Idol Hits,"" by performing and promoting their new works.",https://i.mydramalist.com/mVKe3c.jpg
GENTLEMAN,South Korea,2013,12,,A social experiment show.,https://i.mydramalist.com/eg7Wdc.jpg
ROCKET GIRLS 101: REALITY SHOW,China,2018,,8,"A reality show about the top 12 girls who recently debuted after the survival show called, ""Produce 101 China.""",https://i.mydramalist.com/RP1gEc.jpg
THE VISITING TEACHER,South Korea,2018,50,10,"It is time to stop saying “If someone like celebrities, he is bad at study”. Celebrities do tutoring 1:1. They are mentoring and giving the motivation to study. One day, a tutor will come to my room.",https://i.mydramalist.com/24peOc.jpg
GOURMET IDOLS,South Korea,2018,12,8.8,Four K-pop idols who love to eat get together to introduce good restaurants in Korea. (Source: OnDemandKorea),https://i.mydramalist.com/24pVOc.jpg
MY BRAIN-FFICIAL,South Korea,2018,25,8.5,"This is a logic wasting debate show. Every week, there will be different guest appearing to have a 1:1 debate with Kim Jong-min on various topics. (Source: Wikipedia)",https://i.mydramalist.com/q2mpKc.jpg
A BATTLE OF ONE VOICE: 300,South Korea,2018,5,6.5,"Artists team up with 300 of their fans and put on large-scale, modern choir performances without any form of rehearsals. However, if the artist and their team fail to fill the 300 fan attendees mark, each absent attendee…",https://i.mydramalist.com/PW1y3c.jpg
THE 9TH: SEASON 3,South Korea,2018,3,9.4,Season 3 of Stray Kids variety show 'The 9th',https://i.mydramalist.com/rY4pEc.jpg
2010 IDOL STAR ATHLETICS CHAMPIONSHIPS,South Korea,2010,2,8.3,,https://i.mydramalist.com/PWZqRc.jpg
LAW OF THE JUNGLE IN LAST INDIAN OCEAN,South Korea,2018,10,8.6,,https://i.mydramalist.com/rY4oZc.jpg
2011 IDOL STAR ATHLETICS - SWIMMING CHAMPIONSHIPS,South Korea,2011,2,7.9,,https://i.mydramalist.com/Q532Qc.jpg
2011 IDOL STAR ATHLETICS CHAMPIONSHIPS,South Korea,2011,2,7.9,,https://i.mydramalist.com/LdZErc.jpg
2012 IDOL STAR ATHLETICS – SWIMMING CHAMPIONSHIPS,South Korea,2012,2,8.3,,https://i.mydramalist.com/24Rmdc.jpg
2012 IDOL STAR OLYMPICS CHAMPIONSHIPS,South Korea,2012,2,8.2,,https://i.mydramalist.com/yEvmdc.jpg
SECRET VARIETY TRAINING,South Korea,2017,1,8.9,"Korea’s hottest celebrities have come to the secret variety training institution hidden from the eyes of the world. Here, through the training carefully orchestrated by masters of variety shows, they will uncover their…",https://i.mydramalist.com/LdZpxc.jpg
2018 IDOL STAR ATHLETICS CHAMPIONSHIPS CHUSEOK SPECIAL,South Korea,2018,4,8.3,,https://i.mydramalist.com/VbpbJc.jpg
MY DAUGHTER'S MEN SEASON 4,South Korea,2018,16,8.6,"""Do you like me? Why do you like me?"" Questions that often appear on dates, will they change however if the daughters know their celebrity dads are watching them?! As the dads observe what kind of men their daughters…",https://i.mydramalist.com/vONgec.jpg
POPS IN SEOUL,South Korea,1998,3850,10,A music program that showcases the hottest K-pop musicians and songs!,https://i.mydramalist.com/7gA2Rc.jpg
4 THINGS SHOW: SEASON 2,South Korea,2015,23,8.3,,https://i.mydramalist.com/X8nvdc.jpg
PARENTS REPORT CARD: SEASON 1,South Korea,2018,4,8,"Tear down the wall between parents and kids! With the input from the panel of foreigners who can offer diverse views on the status of Korean parents-children relationship and young celebrities who can speak for teenagers,…",https://i.mydramalist.com/WbOA3c.jpg
THE PLAY: CHILDREN'S DAY,South Korea,2018,4,8.9,The Boyz Variety Show,https://i.mydramalist.com/6yjzKc.jpg
THE PLAY: VIETNAM,South Korea,2018,6,9.2,The Boyz Variety Show,https://i.mydramalist.com/gZkEvc.jpg
OFF THE BOYZ,South Korea,2017,,10,,https://i.mydramalist.com/24RzEc.jpg
MISSION THE BOYZ,South Korea,2018,8,9.4,,https://i.mydramalist.com/RPqRzc.jpg
COME ON! THE BOYZ: WHAT’S YOUR NO.,South Korea,2018,3,8.6,,https://i.mydramalist.com/lyz8Nc.jpg
"DOOM-CLC, DOODOOM-CLC",South Korea,2018,14,8.6,CLC Reality Show where each member gets their own separate episodes that follow them around.,https://i.mydramalist.com/kkQRjc.jpg
HKT48 VS. NGT48 SASHIKITA GASSEN,Japan,2016,12,8.6,"This show features members of both groups participating head-to-head in contests, pranks, physical prowess challenges, or idol appeal battles to try and reel in a victory for their group.",https://i.mydramalist.com/mVwXqc.jpg
NEW JOURNEY TO THE WEST: SEASON 2.5,South Korea,2017,7,9.1,"Season 2.5 consisted of 7 episode internet exclusive clips familiarizing the 2 new cast members, Cho Kyuhyun and Song Minho to the show among other things. (Source: Wikipedia)",https://i.mydramalist.com/LdZ8Bc.jpg
DOCUMENTAL: SEASON 2,Japan,2017,5,9.1,"Produced by Hitoshi Matsumoto, Documental pits ten comedians against each other. The objective is to make each other laugh in a closed room. Each contestant brings a one million yen participation fee. The last person…",https://i.mydramalist.com/pnobec.jpg
2NE1 TV: SEASON 1,South Korea,2009,10,8.7,"A TV show about the girl-band 2NE1. Showing their lives, training time, holidays trip, music recording and many else.",https://i.mydramalist.com/0O2Vkc.jpg
2NE1 TV: SEASON 2,South Korea,2010,10,8.8,"Season 2 of the TV show about the girl-band 2NE1. Showing their lives, training time, holidays trip, music recording and many else.",https://i.mydramalist.com/33lQmc.jpg
2NE1 TV: SEASON 3,South Korea,2011,15,9.1,"Season 3 of the TV show about the girl-band 2NE1. Showing their lives, training time, holidays trip, music recording and many else.",https://i.mydramalist.com/24RKkc.jpg
DOUBLE PARK TV,South Korea,2013,1,9.9,"Short show with Sandara Park and Park Bom as hosts. Sitting in front of cameras and mics, doing funny stuff. Meeting fans, going shoping, eating. This show wasn't continued due to 2NE1 problems and disbandment.",https://i.mydramalist.com/ndmL6c.jpg
DOWNTOWN NO GOTTSU EE KANJI,Japan,1991,,,"Hosted by the comedy duo Downtown (consisting of Masatoshi Hamada and Hitoshi Matsumoto), it had several other actors and comedians in its regular cast, including You, Koji Imada, Koji Higashino, Itsuji Itao, Ryoko Shinohara…",https://i.mydramalist.com/RPqKVc.jpg
WARATTE IITOMO!,Japan,1982,8054,,Morita Kazuyoshi Hour: Waratte Iitomo! was a Japanese variety show aired every weekday on Fuji TV. The show was hosted by Tamori (Kazuyoshi Morita) and ran from 1982 to 2014. The show was produced in the Studio Alta…,https://i.mydramalist.com/bK7Ljc.jpg
HIRUNANDESU!,Japan,2011,,,"This show gives profitable, interesting and practical information on delicacies, fashion, popular places. The show featured a series of regular members who only appeared on a particular day of the week. These regular…",https://i.mydramalist.com/dwp2Kc.jpg
FROZEN HORMONES,Thailand,2015,13,9.4,Frozen Hormones is a travel/reality series that followed the cast of Hormones on their trip to Japan in March 2015. (Source: Hormones Wiki),https://i.mydramalist.com/ZgZ5Yc.jpg
HORMONES: THE NEXT GEN,Thailand,2014,13,10,Hormones: The Next Gen is a reality series that served as the casting process for additional main actors that would appear in seasons 2–3. (Source: Hormones Wiki),https://i.mydramalist.com/LdkBBc.jpg
CHEONGDAM KEYTCHEN,South Korea,2018,8,9.2,The series will follow SHINee's Key as he cooks for his guests and listens to their issues in a talk show format. (Source: AllKpop),https://i.mydramalist.com/gZnZ1c.jpg
LIPSTICK PRINCE,China,2018,10,9.1,The show features male celebrities learning about makeup and applying the techniques on female celebrities.,https://i.mydramalist.com/xEeWrc.jpg
THE FACE MEN THAILAND: SEASON 1,Thailand,2017,10,7,Thai reality modelling competition for male on television.,https://i.mydramalist.com/RPwyrc.jpg
THE FACE MEN THAILAND: SEASON 2,Thailand,2018,10,,International Thai reality modeling competition for male on television.,https://i.mydramalist.com/BqXZ5c.jpg
"ALIEN MOM, ALIEN DAD",South Korea,2018,6,8,Children of celebrities who are known for having strong personality share their thoughts on their parents’ uniqueness! Find out what the children think!,https://i.mydramalist.com/BqXO7c.jpg
GOT7'S HARD CARRY: SEASON 2,South Korea,2018,5,9.6,"GOT7’s Hard Carry season 2, hosted by Mnet; the programme shares the same name as the first season. The series sees the GOT7's member doing small mission, promoting their new album ""Present: YOU""",https://i.mydramalist.com/RWj2Ec.jpg
FLOWERS ON TRIP,China,2017,13,5.8,"The group travel to Morocco, Russia, Norway, and Denmark to experience the different cultures of each country, and to bring the Chinese culture to each country visited.",https://i.mydramalist.com/PW1kyc.jpg
THE HUNGRY,South Korea,2018,3,,"""The Hungry"" is a program where the cast members have to stop eating for 24 hours.",https://i.mydramalist.com/JxQAwc.jpg
KARA PROJECT,South Korea,2014,6,6.6,"KARA Project was a 2014 South Korean reality television show, which centred around the search to find a new member of KARA, following the departure of its members Nicole and Jiyoung. Seven trainees from DSP Media participated…",https://i.mydramalist.com/50e5Bc.jpg
GAMECENTER CX: SEASON 1,Japan,2003,11,7.8,"Videogame variety show in which the host, Shinya Arino, is challenged with playing several games from previous eras.",https://i.mydramalist.com/RW8Wzc.jpg
THE INN: SEASON 2,China,2018,13,8.9,,https://i.mydramalist.com/vOjd8c.jpg
GOT7 MISSION CLEAR,South Korea,2015,7,9.1,Members complete missions sent in by fans.,https://i.mydramalist.com/WQjrXc.jpg
HIDDEN SINGER: SEASON 3,South Korea,2014,17,6.5,,https://i.mydramalist.com/2xrqwc.jpg
HIDDEN SINGER: SEASON 2,South Korea,2013,16,8,,https://i.mydramalist.com/B0v3bc.jpg
HIDDEN SINGER: SEASON 1,South Korea,2012,17,7.2,,https://i.mydramalist.com/QK8pgc.jpg
THE RYZZA MAE SHOW,Philippines,2013,627,,"The show explores topics that cover anything under the sun through the point of view of a curious and innocent child. Furthermore, the show presents interesting people with interesting stories in a happy atmosphere.…",https://i.mydramalist.com/Av3D8c.jpg
RELATIONSHIP,Philippines,2015,108,,A weekly anthology of inspiring stories that features the life experiences of famous personalities and ordinary people who loved and lost on their way to success.,https://i.mydramalist.com/oExPNc.jpg
SURVIVOR PHILIPPINES,Philippines,2008,66,6,"The show follows the same general format as the other editions of the show. The castaways are split between two or three ""tribes"", are taken to a remote isolated location and are forced to live off the land with meager…",https://i.mydramalist.com/D8doDc.jpg
SURVIVOR PHILIPPINES: CELEBRITY DOUBLES SHOWDOWN,Philippines,2011,66,6.5,"The show follows the same general format as the other editions of the show. The castaways are split between two or three ""tribes"", are taken to a remote isolated location and are forced to live off the land with meager…",https://i.mydramalist.com/7205Dc.jpg
NOGIBINGO! 10,Japan,2018,,8.4,Season 10 of NogiBingo!,https://i.mydramalist.com/vOjlec.jpg
QUIZ ON KOREA,South Korea,2018,1,4.5,Hallyu fans from all over the world gather to give a challenge for a Korean culture quiz contest!,https://i.mydramalist.com/nExNWc.jpg
HKTBINGO!,Japan,2018,11,8.4,HKTBINGO! is a Japanese television variety show starring Japanese idol girl group HKT48.,https://i.mydramalist.com/y7gjKc.jpg
HKT VARIETY 48,Japan,2012,,6,HKT Variety 4 is a variety TV show featuring members from HKT48. It is emitted once a month in the last Sunday of the month.,https://i.mydramalist.com/xm6OEc.jpg
HIP HOP TRIBE,South Korea,2016,10,8,A hip hop and rap competition program where older generation contestants are teamed up with professional hip hop music producers.,https://i.mydramalist.com/oExBEc.jpg
HAKATA HYAKKATEN,Japan,2012,12,9.5,"The show features HKT48 members as ""products"" in a store (hence the title, ""Hakata Department Store""). Each show a different guest (a member of AKB48 or one of their sister groups) is the ""customer"", who must choose…",https://i.mydramalist.com/ev06Ec.jpg
HAKATA HYAKKATEN 2,Japan,2013,30,9.5,Second season of HaKaTa Hyakkaten.,https://i.mydramalist.com/lJvnvc.jpg
HAKATA HYAKKATEN 3,Japan,2015,12,10,In HaKaTa Hyakkaten 3-Gokan the guest changed from members to people from the entertainment business who don't know or don't have any interest in HKT48. Each episode also has an extra segment called HaKaTa Hyakkaten…,https://i.mydramalist.com/Av3eEc.jpg
HAPPY TOGETHER: SEASON 4,South Korea,2018,100,8.2,"4th season of a famous South Korean variety show, Happy Together. Started airing in 2018.",https://i.mydramalist.com/oEVPEc.jpg
SURVIVOR PHILIPPINES: CELEBRITY SHOWDOWN,Philippines,2010,71,,"The show follows the same general format as the other editions of the show. The castaways are split between two or three ""tribes"", are taken to a remote isolated location and are forced to live off the land with meager…",https://i.mydramalist.com/WQjZXc.jpg
WHO'S THE MURDERER: SEASON 4,China,2018,13,8.9,,https://i.mydramalist.com/evzzqc.jpg
MUSIC BANK,South Korea,1998,1000,8.2,Music Bank is a weekly aired South Korean music programm which first aired in June 1998. It airs every friday at 5pm on KBS2 live.,https://i.mydramalist.com/VQXezc.jpg
SURVIVOR PHILIPPINES: PALAU,Philippines,2009,66,,"The show follows the same general format as the other editions of the show. The castaways are split between two or three ""tribes"", are taken to a remote isolated location and are forced to live off the land with meager…",https://i.mydramalist.com/RWBvrc.jpg
IN-LAWS IN PRACTICE,South Korea,2018,,8.3,Single celebrities experience a virtual newlywed life together as their parents also get some practice being in-laws! (Source: OnDemandKorea.com),https://i.mydramalist.com/Lxw63c.jpg
1 VS. 100,South Korea,2007,540,,A game that pits one person against 100 others for a chance to win a large cash prize.,https://i.mydramalist.com/vOXpDc.jpg
HI! HOUSEMATE,China,2018,10,9.4,Hi! Housemate is about living in the Happy House for 20 days with other Chinese idols and celebrities.,https://i.mydramalist.com/nEOz2c.jpg
INTRO: I AM YOU,South Korea,2018,1,9.5,"Stray Kids introduction documentary for their upcoming mini album ""I AM YOU""",https://i.mydramalist.com/z7BQ7c.jpg
SUPERSTAR K1,South Korea,2009,12,8,,https://i.mydramalist.com/xm4r0c.jpg
SUPERSTAR K2,South Korea,2010,14,10,,https://i.mydramalist.com/Z0RELc.jpg
VIVA LA ROMANCE,China,2018,13,8.4,"""Viva La Romance"" is a new husband and wife observation cure program hosted by Tao Jing Ying. The program takes the husband and wife dialogue as a model, allowing the wife group to embark on a romantic journey, while…",https://i.mydramalist.com/qqWW8c.jpg
SUPERSTAR K3,South Korea,2011,14,,,https://i.mydramalist.com/VQB0mc.jpg
SUPERSTAR K4,South Korea,2012,15,,,https://i.mydramalist.com/xmP60c.jpg
SUPERSTAR K5,South Korea,2013,15,,,https://i.mydramalist.com/nEKOxc.jpg
SUPERSTAR K6,South Korea,2014,14,,,https://i.mydramalist.com/g2OJPc.jpg
SUPERSTAR K7,South Korea,2015,14,,,https://i.mydramalist.com/Y3A8zc.jpg
SUPERSTAR K 2016,South Korea,2016,12,,,https://i.mydramalist.com/RWj0Ec.jpg
COOL KIDS,South Korea,2018,22,7.1,"“Cool Kids” is a variety show where adults these days and kids these days meet. The adults will watch videos that kids personally created, and will choose which kids they want to spend the day with based on those…",https://i.mydramalist.com/722vNc.jpg
DELICIOUS GUYS,South Korea,2015,190,,Four popular Korean comedians eating some of the most famous local delicacies in Korea!,https://i.mydramalist.com/40g5rc.jpg
DOCUMENTAL: SEASON 3,Japan,2017,5,8,"Produced by Hitoshi Matsumoto, Documental pits ten comedians against each other. The objective is to make each other laugh in a closed room. Each contestant brings a one million yen participation fee. The last person…",https://i.mydramalist.com/oEnVOc.jpg
ARE YOU NORMAL: SEASON 3,China,2016,10,7,"A remake of the American game show, ""Are You Normal, America?"" Have you ever peeked at your boyfriend's emails? Or done your household chores naked? Do you and your spouse sleep in separate bedrooms? Each episode will…",https://i.mydramalist.com/nEKd8c.jpg
NORTH AND SOUTH KOREA COMMUNICATION PROJECT - IT'S OKAY,South Korea,2018,,,"Ten students from North Korea and South Korea spend 5 days together, realizing their differences and ultimately overcoming those differences to find hope in peaceful unification.",https://i.mydramalist.com/Xe2Ogc.jpg
